ID	PATTERN	PROFESSIONAL	CONSUMER	PROPENSITY_FACTOR
11681	also known as	Oxycephaly	tower head	0
11683	also known as	Oxycephaly	high-head syndrome	0
11684	also known as	Oxycephaly	Turmschädel	0
12014	also known as	Chronic superficial keratitis	Uberreiter’s disease	0
12671	also known as	Galactose epimerase deficiency	Galactosemia III	0
12672	also known as	Galactose epimerase deficiency	UDP-galactose-4-epimerase deficiency	0
12689	also known as	Brown-Séquard syndrome	Brown-Séquards paralysis	0
13227	also known as	Balanced ligamentous tension	ligamentous  articular strain	0
13248	also known as	Porotic hyperostosis	cribra crani	0
13249	also known as	Porotic hyperostosis	hyperostosis spongiosa	0
13250	also known as	Porotic hyperostosis	symmetrical osteoporosis	0
13439	also known as	Louping-ill	Infectious Encephalomyelitis of Sheep	0
13440	also known as	Louping-ill	Trembling-ill	0
13706	also known as	Rothmund–Thomson syndrome	poikiloderma congenitale	0
13716	also known as	Instituto Português de Oncologia Francisco Gentil	(I.P.O.)	0
13826	also known as	Electronic fluency devices	altered auditory feedback devices	0
13827	also known as	Electronic fluency devices	altered feedback devices	0
14103	also known as	Geriatric psychiatry	psychiatry of old age	0
14422	also known as	Illicium floridanum	Florida anise	0
14423	also known as	Illicium floridanum	stink-bush	0
14424	also known as	Illicium floridanum	star-anise	0
14439	also known as	2,4,6-Trichlorophenol	phenaclor	0
14440	also known as	2,4,6-Trichlorophenol	Dowicide 2S	0
14441	also known as	2,4,6-Trichlorophenol	Dowcide 2S	0
14467	also known as	Kininogen-1	Williams-Fitzgerald-Flaujeac factor	0
14574	also known as	Anthropogenic biomes	human biomes	0
14773	also known as	Tetrahydrocannabinol-C4	butyl-THC	0
15249	also known as	C. A. Mey.	Indian stringbush	0
15250	also known as	C. A. Mey.	bootlace bush	0
15251	also known as	C. A. Mey.	small-leaf salago	0
15564	also known as	Weill–Marchesani syndrome	congenital mesodermal dystrophy	0
15565	also known as	Weill–Marchesani syndrome	GEMSS syndrome	0
15993	also known as	11-nor-9-Carboxy-THC	11-COOH-THC	0
16486	also known as	Tricho-hepato-enteric syndrome (THE)	phenotypic diarrhea	0
17559	also known as	Actinidia polygama	Cat Powder	0
17577	also known as	Dopamine-responsive dystonia	Segawas dystonia	0
17647	also known as	Psilocybe cyanofibrillosa	Blue-Haired Psilocybe	0
17746	also known as	Pigeon toe	in-toe gait	0
17748	also known as	Pigeon toe	false clubfoot	0
17910	also known as	Tropical ulcer	Jungle rot	0
17911	also known as	Tropical ulcer	Malabar ulcer	0
18115	also known as	3β-androsterone	5α-androstan-3β-ol-17-one	0
18523	also known as	hypomagnesemic tetany	winter tetany	0
18714	also known as	Worth syndrome	autosomal dominant osteosclerosis	0
18715	also known as	Worth syndrome	autosomal dominant endosteal hyperostosis	0
18716	also known as	Worth syndrome	Worth disease	0
18720	also known as	Bruns ataxia	frontal ataxia	0
19058	also known as	Pashayan syndrome	blepharo-naso-facial syndrome	0
19298	also known as	Critical Test Results Management (CTRM)	Closed-Loop Reporting	0
19347	also known as	Keratolytic Winter erythema	Oudtshoorn disease	0
19348	also known as	Keratolytic Winter erythema	Oudtshoorn skin	0
19974	also known as	Arylcyclohexylamines	arylcyclohexanamines	0
20124	also known as	Potocki–Lupski syndrome (PTLS)	duplication 17p11.2 syndrome	0
20154	also known as	Potocki–Shaffer syndrome (PSS)	chromosome 11p11.2 deletion syndrome	0
20185	also known as	Electro Physiological Feedback Xrroid	EPFX	0
20296	also known as	Baby Friendly Hospital Initiative	BFHI	0
20974	also known as	Quokkapox virus	marsupialpox virus	0
21664	also known as	Bundled payment	episode-of-care payment	0
22354	also known as	Animal lead poisoning	avian saturnism	0
22390	also known as	YNL229C	Ure3	0
22801	also known as	nutrient enema	rectal alimentation	0
23120	also known as	Halleria lucida	umBinza	0
23121	also known as	Halleria lucida	Notsung	0
23787	also known as	5α-dihydrotestosterone	5α-DHT	0
24103	also known as	Amsinckia calycina	yellow burweed	0
24993	also known as	Inclusion Body Rhinitis	Cytomegalic Inclusion Disease	0
26023	also known as	Asaph the Jew	Asaph Judaeus	0
26475	also known as	Colliers sign	Posterior fossa stare	0
26721	also known as	Sophora molloyi	Cook Strait kōwhai	0
27154	also known as	IgA  nephropathy	Bergers disease	0
27155	also known as	IgA  nephropathy	Bergers syndrome	0
27156	also known as	IgA  nephropathy	synpharyngitic glomerulonephritis	0
27167	also known as	High-definition liposuction	hi-definition liposculpture	0
28251	also known as	Common Purslane	Little Hogweed	0
28252	also known as	Common Purslane	Pursley	0
28253	also known as	Common Purslane	Moss rose	0
874	also referred to as	Department of Agriculture and Agri-Food	Agriculture and Agri-Food Canada (AAFC)	0
12705	also referred to as	Angor animi	angina animi	0
19135	also referred to as	Domestic corporal punishment	corporal punishment in the home	0
19899	also referred to as	Lujan–Fryns syndrome	X-linked mental retardation with Marfanoid habitus	0
24309	also referred to as	Project ARTICHOKE	Operation ARTICHOKE	0
24661	also referred to as	Frequency following response (FFR)	Frequency Following Potential (FFP)	0
27866	also referred to as	Alternating occlusion training	electronic rapid alternate occlusion	0
12416	also referred to as	Posterior ramus syndrome	Maigne syndrome	0
12417	also referred to as	Posterior ramus syndrome	dorsal ramus syndrome	0
28415	also termed	Freeman–Sheldon syndrome	distal arthrogryposis type 2A	0
28433	also termed	Stafne defect	Stafnes idiopathic bone cavity	0
28449	also termed	Morsicatio buccarum	chronic cheek biting	0
28430	also termed	Gray baby syndrome	Grey syndrome	0
28434	also termed	Stafne defect	Stafne bone cyst	0
28435	also termed	Stafne defect	lingual mandibular salivary gland depression	0
28436	also termed	Stafne defect	lingual mandibular cortical defect	0
28437	also termed	Stafne defect	latent bone cyst	0
28438	also termed	Stafne defect	static bone cyst	0
28442	also termed	Gingival enlargement	hypertrophic gingivitis	0
28447	also termed	Oral and maxillofacial pathology	stomatognathic disease	0
28450	also termed	Morsicatio buccarum	chronic cheek chewing	0
28456	also termed	Denture-related stomatitis	chronic atrophic candidiasis	0
28462	also termed	Periapical periodontitis	periradicular peridontitis	0
13588	commonly called	Pluchea sericea	arrowweed	0
21089	commonly called	Agastache anethiodora	anise hyssop	0
22265	commonly called	Kalmia latifolia	mountain-laurel	0
23261	commonly called	Camp Good Days and Special Times	Camp Good Days	0
23370	commonly called	Amanita thiersii	Thiers lepidella	0
3513	commonly called	Toxicoscordion venenosum	meadow deathcamas	0
4093	commonly known as	Mimosa farnesiana	Needle Bush	0
4639	commonly known as	ˈpur ˈsinɑ	Ibn Sīnā	0
4853	commonly known as	Thelesperma filifolium	Stiff Greenthread	0
4881	commonly known as	Abdel Halim Ali Shabana	Abdel Halim Hafez	0
5230	commonly known as	Baptisia australis	blue wild indigo	0
6396	commonly known as	Mahonia nervosa	dwarf Oregon-grape	0
6968	commonly known as	Daphne mezereum	mezereon	0
7095	commonly known as	Russula emetica	the sickener	0
9018	commonly known as	Hydrangea arborescens	smooth hydrangea	0
9594	commonly known as	Mahonia repens	creeping mahonia	0
10048	commonly known as	Amanita cokeri	Cokers Amanita	0
11564	commonly known as	Boletus pulcherrimus	Alice Eastwoods boletus	0
12279	commonly known as	Drynaria roosii	Gu-Sui-Bu	0
12347	commonly known as	Acacia rigidula	Blackbrush Acacia	0
12600	commonly known as	Diocletian Lewis	Dr. Dio Lewis	0
12641	commonly known as	Cotyledon orbiculata	Pigs Ear	0
12649	commonly known as	Asarum canadense	Canada wild ginger	0
13552	commonly known as	Emex australis	doublegee	0
15527	commonly known as	Datura ferox	Long Spined Thorn Apple	0
19009	commonly known as	Dimorphocarpa wislizeni	spectacle pod	0
19727	commonly known as	Mentzelia multiflora	Adonis blazingstar	0
21644	commonly known as	Agrimonia gryposepala	tall hairy agrimony	0
21867	commonly known as	Sivaramakrishna Iyer Padmavati	S. I. Padmavati	0
23371	commonly known as	Cycas rumphii	queen sago	0
24040	commonly known as	Edward David Asner	Ed Asner	0
25551	commonly known as	Ranunculus allenii	Allens buttercup	0
25702	commonly known as	Doctor Margaret Blick Kigozi	Dr. Maggie Kigozi	0
27231	commonly known as	Agastache pallidiflora	New Mexico Giant Hyssop	0
4854	commonly known as	Thelesperma filifolium	Plains Greenthread	0
5231	commonly known as	Baptisia australis	blue false indigo	0
5978	commonly known as	Holodiscus discolor	creambush	0
5979	commonly known as	Holodiscus discolor	ironwood	0
6008	commonly known as	Rhamnus californica	California buckthorn	0
6397	commonly known as	Mahonia nervosa	Cascade Oregon-grape	0
6398	commonly known as	Mahonia nervosa	dull Oregon-grape	0
7096	commonly known as	Russula emetica	emetic russula	0
7097	commonly known as	Russula emetica	vomiting russula	0
9019	commonly known as	Hydrangea arborescens	wild hydrangea	0
9020	commonly known as	Hydrangea arborescens	sevenbark	0
9595	commonly known as	Mahonia repens	creeping Oregon grape	0
9596	commonly known as	Mahonia repens	creeping barberry	0
9597	commonly known as	Mahonia repens	prostrate barberry	0
10049	commonly known as	Amanita cokeri	Solitary Lepidella	0
12348	commonly known as	Acacia rigidula	Chaparro Prieto	0
12642	commonly known as	Cotyledon orbiculata	Round-leafed Navel-wort	0
12650	commonly known as	Asarum canadense	Canadian snakeroot	0
12651	commonly known as	Asarum canadense	broad-leaved asarabaccais	0
15528	commonly known as	Datura ferox	Fierce Thornapple	0
19010	commonly known as	Dimorphocarpa wislizeni	Wislizenis spectaclepod	0
19011	commonly known as	Dimorphocarpa wislizeni	touristplant	0
19728	commonly known as	Mentzelia multiflora	Adonis stickleaf	0
19729	commonly known as	Mentzelia multiflora	desert blazingstar	0
19730	commonly known as	Mentzelia multiflora	Prairie stickleaf	0
19731	commonly known as	Mentzelia multiflora	manyflowered mentzelia	0
27232	commonly known as	Agastache pallidiflora	Bill Williams Mountain Giant Hyssop	0
14152	commonly referred to as	Temitope Balogun Joshua	T. B. Joshua	0
16190	commonly referred to as	Johanniter-Unfall-Hilfe e.V.	Die Johanniter	0
27706	commonly referred to as	Petre Shotadze Tbilisi Medical Academy	Tbilisi Medical Academy	0
4417	previously known as	The Bakken	The Bakken: A Library and Museum of Electricity in Life	0
10455	previously known as	Photobacterium damselae subsp. piscicida	Pasteurella piscicida	0
28223	previously known as	(MODS)	multiple organ failure (MOF)	0
28224	previously known as	(MODS)	multisystem organ failure (MSOF)	0
2749	sometimes called	Irritable male syndrome	Del syndrome	0
5341	sometimes called	Long pepper	Indian long pepper	0
8069	sometimes called	mind uploading	mind copying	0
10202	sometimes called	Healthism	public-healthism	0
12231	sometimes called	Chalicosis	flint disease	0
17510	sometimes called	Defensible Space	firescaping	0
19006	sometimes called	Suicide tourism	euthanasia tourism	0
22662	sometimes called	Ellen Sadler	The Sleeping Girl of Turville	0
26367	sometimes called	Doctors Coordinate of Damascus	Damascus Doctors	0
5157	sometimes known as	Adie syndrome	Holmes-Adie Syndrome	0
7658	sometimes known as	Silent birth	quiet birth	0
11179	sometimes known as	Eucharius Rösslin (Roslin, Rößlin)	Eucharius Rhodion	0
16630	sometimes known as	Shatkarma	Shatkriya	0
22688	sometimes known as	Pentazonia	giant pill millipedes	0
15500	sometimes referred to as	Peter Buxtun	Peter Buxton	0
23215	sometimes referred to as	Psilocybe cyanescens	wavy caps	0
25912	sometimes referred to as	Emergence delirium	agitated emergence	0
25915	sometimes referred to as	Emergence delirium	postanesthetic excitement	0
28405	sometimes termed	Feather-plucking	feather damaging behaviour	0
28406	sometimes termed	Feather-plucking	pterotillomania	0
